2018-01-09 07:03:14,8760.43,7372.11,1388.32
2018-01-09 07:03:48,8760.43,7372.11,1388.32
2018-01-09 07:03:50,8760.43,7372.11,1388.32
2018-01-09 07:03:51,8760.43,7372.11,1388.32
2018-01-09 07:03:52,8760.43,7372.11,1388.32
2018-01-09 07:03:54,8760.43,7372.11,1388.32
2018-01-09 07:03:55,8760.43,7372.11,1388.32
2018-01-09 07:03:56,8760.43,7372.11,1388.32
2018-01-09 07:03:57,8760.43,7372.11,1388.32
2018-01-09 07:03:59,8760.43,7372.11,1388.32
2018-01-09 07:04:00,8760.43,7372.11,1388.32
2018-01-09 07:04:01,8760.43,7372.11,1388.32
2018-01-09 07:04:11,8760.43,7372.11,1388.32
2018-01-09 07:04:12,8760.43,7372.11,1388.32
2018-01-09 07:04:14,8760.43,7372.11,1388.32
2018-01-09 07:04:15,8760.43,7372.11,1388.32
2018-01-09 07:04:16,8760.43,7372.11,1388.32
2018-01-09 07:04:18,8760.43,7372.11,1388.32
2018-01-09 07:04:19,8760.43,7372.11,1388.32
2018-01-09 07:04:20,8760.43,7372.11,1388.32
2018-01-09 07:04:21,8760.43,7372.11,1388.32
2018-01-09 07:04:23,8760.43,7372.11,1388.32
2018-01-09 07:04:24,8760.43,7372.11,1388.32
2018-01-09 07:04:25,8760.43,7372.11,1388.32
